Hs,Hmax,Tz,Tp,Peak Direction,SST
0.999,1.87,6.829,8.103,74.07,-99.9
0.928,1.69,7.196,8.123,79.07,-99.9
0.924,1.86,7.209,8.936,88.07,-99.9
0.928,1.5,6.945,8.972,81.07,-99.9
0.892,1.55,6.805,8.857,84.07,-99.9
0.843,1.55,6.084,8.512,91.07,-99.9
0.863,1.55,6.68,8.799,84.07,-99.9
0.874,1.78,6.825,7.887,85.07,-99.9
0.88,1.42,6.757,8.578,91.07,-99.9
0.843,1.62,6.949,8.634,88.07,-99.9
0.837,1.37,7.205,8.918,96.07,-99.9
0.816,1.36,6.98,8.095,85.07,-99.9
0.853,1.36,7.214,9.281,94.07,-99.9
0.858,1.54,7.36,7.814,89.07,-99.9
0.854,1.46,7.265,8.494,84.07,-99.9
0.802,1.16,7.461,8.925,94.07,-99.9
0.838,1.35,7.308,8.875,86.07,-99.9
0.863,1.49,7.179,9.321,89.07,-99.9
0.777,1.08,7.667,10.279,94.07,-99.9
0.793,1.03,7.636,8.62,88.07,-99.9
0.871,1.3,7.517,9.261,86.07,-99.9
0.824,1.39,7.385,8.296,86.07,-99.9
0.897,1.46,7.476,8.937,82.07,-99.9
0.839,1.41,7.449,9.671,86.07,-99.9
0.899,1.73,7.439,10.235,84.07,-99.9
0.91,1.67,7.27,7.842,86.07,-99.9
0.895,1.4,7.764,8.895,88.07,-99.9
0.912,1.68,7.939,9.741,79.07,-99.9
1.011,1.62,7.987,9.104,86.07,-99.9
0.984,1.74,8.458,8.989,85.07,-99.9
0.898,1.64,8.179,9.318,84.07,-99.9
0.974,1.38,8.181,10.29,85.07,-99.9
0.975,1.67,8.135,9.663,92.07,-99.9
1.011,1.6,8.51,10.16,85.07,-99.9
0.97,1.53,7.952,8.975,91.07,-99.9
1.03,1.65,8.395,10.009,92.07,-99.9
1.007,1.71,8.14,9.731,94.07,-99.9
0.874,1.49,7.941,9.005,91.07,-99.9
0.879,1.3,8.379,9.311,105.07,-99.9
0.926,1.86,8.656,9.387,94.07,-99.9
0.909,1.31,8.551,9.762,95.07,-99.9
0.85,1.24,8.628,9.519,88.07,-99.9
0.853,1.59,8.51,9.501,84.07,-99.9
0.96,1.65,8.286,9.309,89.07,-99.9
0.824,1.28,8.195,8.871,89.07,-99.9
0.923,1.42,8.035,8.961,96.07,-99.9
0.781,1.14,8.062,10.676,96.07,-99.9
0.822,1.36,8.05,10.248,91.07,-99.9
0.797,1.22,7.654,10.782,89.07,-99.9
0.84,1.3,8.168,9.33,88.07,-99.9
0.826,1.49,7.64,10.32,95.07,-99.9
0.853,1.3,8.513,9.752,89.07,-99.9
0.828,1.31,8.457,10.784,88.07,-99.9
0.824,1.54,8.499,9.112,86.07,-99.9
0.752,1.3,8.632,10.299,94.07,-99.9
0.722,1.11,8.073,10.897,95.07,-99.9
0.733,1.17,8.112,8.906,89.07,-99.9
0.817,1.41,8.426,9.83,88.07,-99.9
0.731,1.45,8.824,10.465,92.07,-99.9
0.856,1.7,8.79,9.735,89.07,-99.9
0.841,1.29,8.835,9.403,91.07,-99.9
0.839,1.24,8.907,10.337,94.07,-99.9
0.788,1.5,8.612,10.048,84.07,-99.9
0.842,1.26,8.407,10.236,88.07,-99.9
0.825,1.4,8.64,10.158,86.07,-99.9
0.872,1.62,8.92,10.224,89.07,-99.9
0.766,1.14,8.586,9.733,81.07,-99.9
0.847,1.44,8.605,10.129,94.07,-99.9
0.81,1.29,8.653,9.975,84.07,-99.9
0.766,1.1,8.388,9.753,91.07,-99.9
0.786,1.23,9.048,9.761,88.07,-99.9
0.793,1.17,8.482,9.358,84.07,-99.9
0.819,1.25,8.745,9.405,86.07,-99.9
0.744,1.05,8.236,9.804,91.07,-99.9
0.734,1.08,8.279,9.588,88.07,-99.9
0.687,1.1,8.471,9.427,88.07,-99.9
0.79,1.31,9.197,9.902,94.07,-99.9
0.773,1.18,8.484,10.278,91.07,-99.9
0.766,1.2,7.393,9.687,89.07,-99.9
0.726,1.2,7.333,10.688,98.07,-99.9
0.775,1.35,8.776,9.817,96.07,-99.9
0.839,1.25,8.945,9.684,94.07,-99.9
0.685,0.99,9.049,10.796,89.07,-99.9
0.701,1.17,8.959,9.26,94.07,-99.9
0.726,1.22,8.808,10.823,96.07,-99.9
0.778,1.25,9.01,9.314,89.07,-99.9
0.663,1.07,8.877,10.27,94.07,-99.9
0.696,0.97,8.925,10.127,86.07,-99.9
0.671,1.09,9.182,9.804,92.07,-99.9
0.7,1.05,8.881,9.457,92.07,-99.9
0.773,1.55,9.434,10.844,86.07,-99.9
0.658,1.28,8.483,9.381,89.07,-99.9
0.662,1.04,8.94,11.353,95.07,-99.9
0.6,0.92,8.791,10.379,88.07,-99.9
0.628,1.15,8.733,9.629,92.07,-99.9
0.716,1.02,8.95,9.915,96.07,-99.9
0.695,1.13,8.703,10.852,89.07,-99.9
0.62,1.1,7.906,10.32,89.07,-99.9
0.651,1,8.322,10.276,85.07,-99.9
0.632,1.26,8.105,10.839,91.07,-99.9
0.594,1.07,8.186,9.902,89.07,-99.9
0.601,1,7.549,10.273,91.07,-99.9
0.639,1.02,7.735,11.109,92.07,-99.9
0.593,0.87,7.27,9.794,96.07,-99.9
0.617,0.85,7.645,11.044,86.07,-99.9
0.704,1.53,7.595,10.802,88.07,-99.9
0.692,1.11,8.319,10.807,89.07,-99.9
0.655,1,8.674,11.256,86.07,-99.9
0.617,0.94,8.619,11.061,88.07,-99.9
0.592,1.17,8.376,11.314,91.07,-99.9
0.547,1.02,7.862,10.398,92.07,-99.9
0.559,1.03,7.34,11.242,91.07,-99.9
0.708,1.16,7.962,10.686,88.07,-99.9
0.692,1.14,6.662,10.747,95.07,-99.9
0.697,1.19,6.961,10.423,85.07,-99.9
0.743,1.18,6.114,9.823,89.07,-99.9
0.809,1.65,4.505,10.128,95.07,-99.9
0.747,1.38,4.283,10.35,92.07,-99.9
0.771,1.2,4.267,10.889,95.07,-99.9
0.869,1.49,4.453,10.33,92.07,-99.9
0.914,1.53,4.907,10.085,106.07,-99.9
0.879,1.69,4.43,10.278,101.07,-99.9
1.031,1.95,4.809,10.893,94.07,-99.9
0.994,1.54,4.501,9.397,95.07,-99.9
1.034,1.84,4.98,9.325,108.07,-99.9
0.924,1.74,4.785,10.195,98.07,-99.9
1.018,1.99,5.15,10.629,98.07,-99.9
1.039,2.01,5.164,10.237,102.07,-99.9
1.01,1.84,5.408,10.203,96.07,-99.9
1.07,1.78,5.712,9.707,106.07,-99.9
1.058,1.64,5.958,9.484,106.07,-99.9
1.031,1.82,6.09,9.769,106.07,-99.9
1.138,2.03,6.734,10.597,102.07,-99.9
1.085,1.9,6.706,11.452,99.07,-99.9
1.082,1.58,6.531,9.704,102.07,-99.9
1.091,1.79,7.118,10.285,105.07,-99.9
1.055,1.48,7.199,9.944,102.07,-99.9
1.061,1.76,6.954,10.312,103.07,-99.9
1.08,1.83,6.678,8.909,102.07,-99.9
0.995,1.37,6.62,9.722,108.07,-99.9
1.154,1.75,6.978,11.542,109.07,-99.9
1.127,1.77,7.063,12.043,102.07,-99.9
1.188,1.83,6.925,10.253,112.07,-99.9
1.171,2.03,6.052,10.36,113.07,-99.9
1.178,2.19,5.88,9.856,109.07,-99.9
1.135,1.88,5.961,10.223,119.07,-99.9
1.134,1.88,5.814,10.258,112.07,-99.9
1.178,2.28,5.892,10.298,116.07,-99.9
1.139,2.08,5.771,10.843,112.07,-99.9
1.124,2.15,5.646,10.826,112.07,-99.9
1.145,1.97,5.592,10.303,106.07,-99.9
1.161,1.71,5.413,10.824,113.07,-99.9
1.141,1.95,5.093,9.805,115.07,-99.9
1.128,1.95,5.133,10.418,106.07,-99.9
1.167,1.96,5.371,9.866,98.07,-99.9
1.25,2,5.176,10.281,110.07,-99.9
1.202,1.92,5.125,11.069,109.07,-99.9
1.212,1.75,5.463,12.036,108.07,-99.9
1.283,2.05,5.806,12.75,110.07,-99.9
1.304,2.17,5.406,9.826,116.07,-99.9
1.235,2.27,5.289,11.023,112.07,-99.9
1.308,2.33,5.416,10.805,103.07,-99.9
1.356,2.28,5.211,10.734,106.07,-99.9
1.446,2.32,5.225,11.706,116.07,-99.9
1.386,2.03,5.245,11.068,110.07,-99.9
1.479,2.39,5.091,12.103,106.07,-99.9
1.446,2.79,4.991,8.905,115.07,-99.9
1.553,2.48,5.117,11.62,113.07,-99.9
1.49,2.74,5.093,11.414,119.07,-99.9
1.423,2.33,4.859,10.929,123.07,-99.9
1.517,2.63,5.183,10.781,112.07,-99.9
1.364,2.62,5.113,9.149,112.07,-99.9
1.361,2.22,5.178,10.122,120.07,-99.9
1.413,2.91,5.515,11.856,115.07,-99.9
1.388,1.98,5.958,8.847,116.07,-99.9
1.319,1.98,6.118,9.726,113.07,-99.9
1.429,2.3,6.431,10.193,113.07,-99.9
1.424,2.34,6.322,9.879,122.07,-99.9
1.39,2.22,6.252,10.795,103.07,-99.9
1.323,2.27,6.332,10.033,115.07,-99.9
1.494,2.58,7.24,8.524,112.07,-99.9
1.414,2.2,6.607,9.362,117.07,-99.9
1.417,2.39,6.216,10.25,115.07,-99.9
1.493,2.57,7.079,9.557,109.07,-99.9
1.443,2.39,6.572,10.186,109.07,-99.9
1.423,2.67,6.336,9.268,109.07,-99.9
1.534,2.28,6.536,10.371,116.07,-99.9
1.346,2.07,6.114,7.83,115.07,-99.9
1.51,2.4,6.755,12.444,119.07,-99.9
1.378,2.31,6.319,12.66,112.07,-99.9
1.501,2.53,6.374,10.093,112.07,-99.9
1.379,2.34,5.811,10.652,116.07,-99.9
1.417,2.26,6.334,9.171,120.07,-99.9
1.511,2.22,6.034,8.859,116.07,-99.9
1.484,2.53,5.741,9.348,119.07,-99.9
1.575,3,6.137,8.288,112.07,-99.9
1.567,2.33,6.397,10.312,120.07,-99.9
1.515,2.27,6.316,13.788,122.07,-99.9
1.568,2.73,6.248,12.988,116.07,-99.9
1.633,2.41,6.225,12.29,115.07,-99.9
1.619,2.67,6.314,13.714,113.07,-99.9
1.591,2.58,5.868,13.793,115.07,-99.9
1.593,2.68,6.231,11.851,116.07,-99.9
1.717,2.64,6.49,13.791,113.07,-99.9
1.78,2.62,6.314,13.694,117.07,-99.9
1.591,2.46,5.799,13.69,119.07,-99.9
1.757,3.51,5.467,12.938,109.07,-99.9
1.881,3.02,5.504,12.723,119.07,-99.9
1.712,2.69,5.669,13.43,113.07,-99.9
1.689,2.58,5.545,13.22,117.07,-99.9
1.643,2.51,5.748,12.15,112.07,-99.9
1.622,2.77,6.168,13.113,115.07,-99.9
1.818,3.19,6.689,12.421,110.07,-99.9
1.551,2.74,6.317,13.54,116.07,-99.9
1.46,2.49,5.666,12.236,123.07,-99.9
1.525,2.62,5.985,12.59,116.07,-99.9
1.471,2.79,5.868,12.804,115.07,-99.9
1.419,2.67,6.623,13.45,116.07,-99.9
1.39,2.23,6.322,12.987,113.07,-99.9
1.491,2.71,6.604,12.309,109.07,-99.9
1.394,2.7,5.797,13.448,116.07,-99.9
1.393,2.41,5.892,12.869,115.07,-99.9
1.517,3.14,6.501,12.741,113.07,-99.9
1.305,2.44,5.815,12.889,113.07,-99.9
1.365,2.58,6.074,12.908,113.07,-99.9
1.311,2.51,7.065,10.121,116.07,-99.9
1.316,2.36,6.766,13.03,110.07,-99.9
1.436,2.75,6.72,12.884,113.07,-99.9
1.456,2.57,7.014,12.786,113.07,-99.9
1.399,2.24,6.884,12.197,115.07,-99.9
1.416,2.15,6.339,10.811,115.07,-99.9
1.369,2.19,6.116,11.666,120.07,-99.9
1.532,2.21,7.056,11.93,112.07,-99.9
1.575,2.66,6.523,12.062,115.07,-99.9
1.568,3.1,6.321,12.07,120.07,-99.9
1.506,2.45,6.37,11.662,112.07,-99.9
1.455,2.19,5.819,12.134,112.07,-99.9
1.429,2.2,5.845,11.967,115.07,-99.9
1.492,2.33,5.977,11.5,110.07,-99.9
1.428,2.47,5.817,10.875,120.07,-99.9
1.467,2.57,5.995,11.479,108.07,-99.9
1.389,2.67,5.8,10.261,116.07,-99.9
1.371,1.94,5.605,11.364,112.07,-99.9
1.423,2.26,5.674,10.768,116.07,-99.9
1.276,2.32,5.381,10.269,126.07,-99.9
1.359,2.05,5.597,11.478,120.07,-99.9
1.275,2.35,5.64,11.37,113.07,-99.9
1.27,2.38,5.602,8.126,112.07,-99.9
1.308,2.24,5.436,11.421,113.07,-99.9
1.335,1.93,5.634,9.318,115.07,-99.9
1.325,2.23,5.652,6.788,110.07,-99.9
1.296,2.11,5.542,10.353,112.07,-99.9
1.313,2.16,5.461,11.382,105.07,-99.9
1.288,2.33,4.976,6.781,116.07,-99.9
1.584,2.47,5.455,11.312,112.07,-99.9
1.546,2.38,5.097,10.815,105.07,-99.9
1.668,2.64,5.41,11.423,113.07,-99.9
1.606,2.82,5.437,6.566,110.07,-99.9
1.628,2.87,5.119,6.788,108.07,-99.9
1.732,3.11,5.479,11.367,101.07,-99.9
1.571,2.5,5.191,11.347,119.07,-99.9
1.591,2.49,5.303,7.462,117.07,-99.9
1.478,2.39,5.039,6.814,109.07,-99.9
1.41,2.47,5.104,9.849,116.07,-99.9
1.433,2.63,5.291,7.907,112.07,-99.9
1.515,2.69,5.43,9.357,110.07,-99.9
1.391,2.37,5.197,11.359,117.07,-99.9
1.484,3.35,5.392,10.872,109.07,-99.9
1.379,2.31,5.369,9.511,110.07,-99.9
1.427,2.21,5.591,7.89,116.07,-99.9
1.316,2.19,5.504,11.443,115.07,-99.9
1.326,2.14,5.56,10.403,116.07,-99.9
1.364,2.44,5.971,7.841,115.07,-99.9
1.313,2.29,5.783,10.805,103.07,-99.9
1.271,1.95,6.189,10.399,115.07,-99.9
1.416,2.38,6.205,9.147,109.07,-99.9
1.374,2.55,6.165,10.781,112.07,-99.9
1.318,2.21,6.045,10.613,112.07,-99.9
1.289,1.82,6.057,7.539,116.07,-99.9
1.305,2.41,6.04,7.549,99.07,-99.9
1.26,2.54,6.168,7.012,108.07,-99.9
1.322,2.23,6.243,10.894,108.07,-99.9
1.402,2.46,6.44,12.064,108.07,-99.9
1.35,2.41,5.792,10.274,112.07,-99.9
1.255,1.92,5.838,11.369,113.07,-99.9
1.335,2.53,6.192,10.666,112.07,-99.9
1.312,2.38,5.839,6.848,116.07,-99.9
1.438,2.56,5.939,11.425,113.07,-99.9
1.313,2.25,5.919,10.383,115.07,-99.9
1.321,2.57,5.907,9.941,116.07,-99.9
1.335,1.98,6.088,9.842,116.07,-99.9
1.336,2.05,6.273,12.713,112.07,-99.9
1.272,2.24,6.089,12.141,109.07,-99.9
1.308,2.27,6.247,9.754,112.07,-99.9
1.432,2.52,6.075,10.099,116.07,-99.9
1.341,2.25,6.047,8.914,112.07,-99.9
1.333,2.41,6.005,8.172,109.07,-99.9
1.267,2.38,5.692,12.483,119.07,-99.9
1.452,2.08,5.996,12.161,116.07,-99.9
1.431,2.41,5.791,12.409,117.07,-99.9
1.367,2.37,5.681,10.392,89.07,-99.9
1.328,1.95,5.895,7.548,109.07,-99.9
1.396,2.15,5.652,7.033,119.07,-99.9
1.392,2.6,5.378,7.615,115.07,-99.9
1.329,2.53,5.602,6.707,92.07,-99.9
1.489,2.59,5.932,7.037,82.07,-99.9
1.472,2.45,5.984,7.95,86.07,-99.9
1.406,2.36,5.781,7.052,96.07,-99.9
1.43,2.61,6.175,7.817,91.07,-99.9
1.386,2.55,6.001,6.815,89.07,-99.9
1.408,2.2,6.056,8.523,85.07,-99.9
1.353,2.15,5.923,7.033,115.07,-99.9
1.385,2.24,6.091,7.311,110.07,-99.9
1.358,2.56,5.838,7.312,109.07,-99.9
1.349,2.39,5.94,7.073,89.07,-99.9
1.377,2.25,5.785,7.267,89.07,-99.9
1.308,2.15,6.023,7.306,92.07,-99.9
1.25,2.01,6.018,8.916,96.07,-99.9
1.441,2.64,6.196,8.851,94.07,-99.9
1.27,2.06,5.812,7.658,92.07,-99.9
1.273,2.21,6.006,7.599,89.07,-99.9
1.28,2.2,5.951,7.979,94.07,-99.9
1.229,2.3,6.058,7.621,88.07,-99.9
1.2,1.8,6.244,8.903,82.07,-99.9
1.103,1.73,5.965,8.373,89.07,-99.9
1.287,2.04,6.298,8.144,96.07,-99.9
1.223,2,6.221,8.49,88.07,-99.9
1.15,1.73,6.08,7.548,89.07,-99.9
1.195,1.89,6.366,7.464,110.07,-99.9
1.148,1.97,6.135,7.897,102.07,-99.9
1.132,2.18,6.147,7.755,96.07,-99.9
1.164,1.9,6.384,7.287,92.07,-99.9
1.104,2.01,5.939,7.084,92.07,-99.9
1.163,1.99,6.231,7.479,96.07,-99.9
1.158,1.87,6.294,8.012,101.07,-99.9
1.138,2.06,6.25,7.565,95.07,-99.9
1.186,1.85,6.628,7.214,85.07,-99.9
1.153,1.83,6.704,7.628,105.07,-99.9
1.137,1.8,6.417,8.514,105.07,-99.9
1.09,1.74,6.332,7.365,86.07,-99.9
1.13,1.95,6.422,7.437,96.07,-99.9
1.057,1.65,6.277,7.809,92.07,-99.9
1.102,1.89,6.397,7.543,86.07,-99.9
1.077,1.61,6.582,7.9,86.07,-99.9
1.034,1.82,6.361,7.627,102.07,-99.9
1.036,1.56,6.278,7.292,95.07,-99.9
1.022,1.88,6.481,8.125,105.07,-99.9
0.952,1.58,6.286,7.058,88.07,-99.9
0.951,1.75,6.393,8.278,91.07,-99.9
0.932,1.66,6.596,8.869,95.07,-99.9
1.004,1.51,6.712,8.501,86.07,-99.9
0.942,1.69,6.511,7.01,92.07,-99.9
1.039,1.68,6.673,8.79,88.07,-99.9
1.021,1.59,6.485,9.868,89.07,-99.9
0.97,1.68,6.109,7.341,102.07,-99.9
1.02,1.61,6.237,9.16,86.07,-99.9
1.005,1.88,6.225,8.15,92.07,-99.9
0.964,1.7,5.995,7.035,89.07,-99.9
0.96,1.61,5.557,7.559,96.07,-99.9
0.935,1.51,5.438,8.588,91.07,-99.9
0.954,1.55,5.725,9.779,89.07,-99.9
0.914,1.8,5.364,8.642,101.07,-99.9
0.943,1.52,5.198,7.055,88.07,-99.9
0.96,1.74,5.259,9.245,95.07,-99.9
0.938,1.75,5.282,8.208,86.07,-99.9
0.933,1.68,4.893,9.162,86.07,-99.9
0.917,1.45,5.24,7.029,86.07,-99.9
0.905,1.55,5.135,9.114,89.07,-99.9
0.908,1.65,5.304,7.936,92.07,-99.9
0.928,1.57,5.5,8.13,85.07,-99.9
0.938,1.52,5.753,7.866,89.07,-99.9
0.866,1.37,5.524,8.218,84.07,-99.9
0.941,1.49,5.502,8.854,81.07,-99.9
0.899,1.53,5.959,7.499,79.07,-99.9
0.9,1.71,5.843,9.297,82.07,-99.9
0.927,1.45,6.179,7.598,82.07,-99.9
0.916,1.53,5.636,7.764,85.07,-99.9
0.972,1.74,6.394,7.595,72.07,-99.9
0.932,1.89,5.837,7.778,74.07,-99.9
0.982,1.55,6.042,8.89,75.07,-99.9
0.874,1.5,6.23,8.94,75.07,-99.9
0.861,1.5,6.019,7.599,82.07,-99.9
0.888,1.53,6.47,7.863,85.07,-99.9
0.887,1.39,6.133,8.183,79.07,-99.9
0.835,1.54,6.203,8.784,84.07,-99.9
0.867,1.73,6.117,8.893,88.07,-99.9
0.819,1.36,5.844,8.847,88.07,-99.9
0.815,1.56,6.172,8.876,85.07,-99.9
0.836,1.41,6.075,8.096,89.07,-99.9
0.857,1.59,6.057,7.47,89.07,-99.9
0.794,1.26,6.224,8.211,89.07,-99.9
0.76,1.15,6.173,9.045,88.07,-99.9
0.739,1.18,6.047,8.538,85.07,-99.9
0.763,1.32,6.097,8.825,78.07,-99.9
0.758,1.22,6.163,7.866,86.07,-99.9
0.759,1.42,6.36,8.99,85.07,-99.9
0.723,1.21,6.425,9.744,91.07,-99.9
0.756,1.12,5.927,8.181,79.07,-99.9
0.762,1.25,5.746,8.527,81.07,-99.9
0.755,1.34,5.512,9.317,78.07,-99.9
0.771,1.37,5.624,9.314,81.07,-99.9
0.758,1.17,5.503,8.855,88.07,-99.9
0.778,1.53,5.38,9.199,85.07,-99.9
0.799,1.44,5.193,8.658,84.07,-99.9
0.775,1.44,5.005,8.14,81.07,-99.9
0.768,1.35,4.971,9.013,74.07,-99.9
0.735,1.44,5.195,9.304,86.07,-99.9
0.853,1.51,5.254,8.152,88.07,-99.9
0.785,1.39,4.781,8.448,82.07,-99.9
0.809,1.27,4.645,8.169,79.07,-99.9
0.781,1.38,4.736,8.528,85.07,-99.9
0.738,1.16,4.6,8.899,81.07,-99.9
0.801,1.23,4.992,6.786,84.07,-99.9
0.844,1.36,4.999,7.886,77.07,-99.9
0.789,1.31,4.921,8.883,85.07,-99.9
0.762,1.29,4.917,9.401,85.07,-99.9
0.761,1.2,4.786,9.41,82.07,-99.9
0.725,1.22,4.777,9.174,88.07,-99.9
0.749,1.12,5.225,9.279,82.07,-99.9
0.835,1.38,5.545,7.559,82.07,-99.9
0.806,1.48,5.457,9.52,78.07,-99.9
0.786,1.42,5.194,7.828,75.07,-99.9
0.866,1.46,5.433,8.869,77.07,-99.9
0.803,1.5,5.361,9.804,78.07,-99.9
0.822,1.31,5.221,9.279,85.07,-99.9
0.869,1.62,5.636,8.931,74.07,-99.9
0.846,1.34,5.346,9.633,79.07,-99.9
0.946,1.74,5.698,9.041,78.07,-99.9
0.843,1.68,5.177,8.506,77.07,-99.9
0.884,1.38,5.538,8.856,78.07,-99.9
0.851,1.53,5.434,8.544,74.07,-99.9
0.882,1.64,5.161,8.876,78.07,-99.9
0.912,1.42,5.585,8.871,75.07,-99.9
0.918,1.67,5.598,8.483,75.07,-99.9
0.847,1.4,5.613,8.508,77.07,-99.9
0.849,1.24,5.577,9.258,78.07,-99.9
0.825,1.56,5.396,8.942,85.07,-99.9
0.803,1.33,5.681,8.801,84.07,-99.9
0.843,1.38,5.655,8.915,74.07,-99.9
0.809,1.24,5.484,8.898,85.07,-99.9
0.8,1.39,5.678,9.334,82.07,-99.9
0.785,1.18,5.618,8.9,84.07,-99.9
0.802,1.22,5.74,9.357,85.07,-99.9
0.77,1.48,5.715,9.748,106.07,-99.9
0.781,1.18,5.916,9.368,77.07,-99.9
0.809,1.25,6.311,10.276,81.07,-99.9
0.819,1.27,7.041,17.434,74.07,-99.9
0.827,1.43,6.656,9.73,106.07,-99.9
0.821,1.44,5.951,10.847,78.07,-99.9
0.844,1.56,6.432,9.893,113.07,-99.9
0.774,1.13,5.962,8.633,88.07,-99.9
0.947,1.61,7.062,9.262,78.07,-99.9
0.856,1.48,6.493,9.818,79.07,-99.9
0.847,1.39,6.136,16.139,108.07,-99.9
0.888,1.51,6.143,9.824,106.07,-99.9
0.811,1.33,5.51,10.69,88.07,-99.9
0.841,1.33,6.241,10.252,108.07,-99.9
0.815,1.23,6.081,16,110.07,-99.9
0.935,1.54,6.324,15.828,110.07,-99.9
0.873,1.63,6.543,15.953,75.07,-99.9
0.839,1.24,6.093,14.936,78.07,-99.9
0.823,1.36,6.186,10.207,115.07,-99.9
0.94,1.72,6.586,10.198,113.07,-99.9
0.872,1.38,6.694,9.745,85.07,-99.9
0.86,1.49,6.369,9.263,81.07,-99.9
0.935,1.49,6.996,11.29,81.07,-99.9
0.936,1.4,6.671,10.865,86.07,-99.9
0.873,1.37,6.133,10.699,85.07,-99.9
0.935,1.58,5.355,10.752,89.07,-99.9
1.038,1.66,5.004,10.317,84.07,-99.9
1.061,1.88,4.907,10.807,92.07,-99.9
1.077,1.72,4.657,9.672,84.07,-99.9
1.041,1.88,4.77,10.923,86.07,-99.9
1.06,1.88,4.459,9.751,85.07,-99.9
1.125,2.08,4.794,9.817,86.07,-99.9
1.081,1.75,4.596,9.551,84.07,-99.9
1.226,1.94,4.706,10.302,91.07,-99.9
1.243,1.96,4.879,9.881,85.07,-99.9
1.236,2.24,4.812,10.914,67.07,-99.9
1.209,1.75,4.862,10.336,88.07,-99.9
1.28,2.46,5.049,11.306,75.07,-99.9
1.259,1.86,5.307,9.86,84.07,-99.9
1.243,2.3,5.253,10.576,91.07,-99.9
1.276,2.21,5.745,9.337,89.07,-99.9
1.228,2.01,5.116,10.348,98.07,-99.9
1.236,2.28,5.271,9.756,85.07,-99.9
1.142,1.97,5.176,9.751,96.07,-99.9
1.292,1.94,5.536,10.409,91.07,-99.9
1.186,1.92,5.141,10.318,95.07,-99.9
1.161,1.81,5.132,10.641,86.07,-99.9
1.178,2.11,4.983,10.656,88.07,-99.9
1.142,2.19,5.037,9.976,85.07,-99.9
1.152,1.68,4.856,10.745,92.07,-99.9
1.173,2.09,5.148,10.132,84.07,-99.9
1.077,1.68,5.167,9.923,86.07,-99.9
1.104,1.94,5.173,10.309,85.07,-99.9
1.144,1.75,4.946,9.875,78.07,-99.9
1.172,2.14,4.758,10.546,95.07,-99.9
1.146,1.97,4.942,10.286,95.07,-99.9
1.14,2.32,4.654,10.787,95.07,-99.9
1.212,1.97,5.182,10.716,91.07,-99.9
1.2,2.23,4.824,10.27,94.07,-99.9
1.126,1.97,4.78,10.204,95.07,-99.9
1.15,1.84,4.922,10.83,94.07,-99.9
1.114,1.92,4.827,9.412,86.07,-99.9
1.077,2.16,4.807,10.159,102.07,-99.9
1.138,1.9,4.896,10.271,94.07,-99.9
1.137,1.84,4.908,10.344,82.07,-99.9
1.126,2.26,5.162,9.777,88.07,-99.9
1.165,1.91,5.221,9.85,86.07,-99.9
1.177,2.13,5.427,9.332,98.07,-99.9
1.176,1.86,5.433,9.527,88.07,-99.9
1.168,2.16,5.671,8.852,101.07,-99.9
1.134,1.85,5.569,10.064,99.07,-99.9
1.09,1.71,5.434,10.092,101.07,-99.9
1.071,2.26,5.571,10.265,92.07,-99.9
1.035,1.76,5.13,9.424,95.07,-99.9
1.119,1.8,5.364,10.75,99.07,-99.9
1.064,1.96,5.227,6.381,106.07,-99.9
1.127,2.14,5.318,10.823,108.07,-99.9
1.123,1.84,5.15,9.175,105.07,-99.9
1.242,2.26,5.179,10.337,101.07,-99.9
1.206,2.04,5.394,10.619,98.07,-99.9
1.231,2.06,5.206,9.795,112.07,-99.9
1.226,2.35,5.674,10.676,99.07,-99.9
1.143,2.12,5.617,9.895,103.07,-99.9
1.166,1.92,5.363,10.37,102.07,-99.9
1.118,2.27,5.452,9.987,99.07,-99.9
1.125,1.82,5.531,10.279,91.07,-99.9
1.204,1.97,5.451,10.321,92.07,-99.9
1.133,2.11,5.708,10.384,103.07,-99.9
1.22,2.24,5.987,10.247,103.07,-99.9
1.033,1.55,5.144,10.262,106.07,-99.9
1.154,1.68,5.423,10.627,95.07,-99.9
1.172,1.89,5.339,10.163,88.07,-99.9
1.287,2.45,5.461,10.285,89.07,-99.9
1.207,2.33,5.254,9.834,102.07,-99.9
1.231,1.77,5.733,9.332,102.07,-99.9
1.175,2.02,5.563,10.426,91.07,-99.9
1.146,2.15,5.711,9.809,95.07,-99.9
1.15,2.34,5.471,10.244,99.07,-99.9
1.222,2.05,5.666,10.057,92.07,-99.9
1.215,2.2,5.223,7.782,86.07,-99.9
1.217,2.09,5.232,10.77,95.07,-99.9
1.128,2.17,4.749,8.954,91.07,-99.9
1.133,1.81,5.341,10.366,89.07,-99.9
1.107,1.81,5.519,10.319,92.07,-99.9
1.08,1.89,5.701,9.843,94.07,-99.9
1.167,1.8,5.819,10.238,96.07,-99.9
1.046,2.2,5.431,8.64,89.07,-99.9
1.195,2.09,5.977,10.614,95.07,-99.9
1.163,2.06,5.847,10.832,89.07,-99.9
1.07,1.78,5.455,7.906,98.07,-99.9
1.072,1.56,5.979,8.171,85.07,-99.9
1.063,1.6,5.764,9.853,112.07,-99.9
0.995,1.68,5.647,7.553,96.07,-99.9
1.115,2.11,6.236,10.733,94.07,-99.9
1.063,1.52,5.966,10.197,94.07,-99.9
1.055,1.61,5.838,7.93,92.07,-99.9
